video_id,title,channel_id,channel_title,category,published_at,view_count,like_count,comment_count,region
HJzSlErp1vw,Maxton Hall Season 2 - Official Trailer | Prime Video,UCQJWtTnAHhEG5w4uN0udnUQ,Prime Video,Entertainment,2025-10-02T13:00:35Z,123124,6797,300,PT
wYxmzdnHN-A,EA FC 26 UT - NESTA PASSEI A FERRO NO RIVALS,UC7I9vRncx1-vox41l1A0ACQ,RicFazeres,Gaming,2025-09-29T11:01:44Z,37845,3067,54,PT
4w5pMlz8qK0,Luan Santana - OLHO MARROM (Ao Vivo em Lisboa),UC6rwiIxv0w2fbmmr66wl1rA,Luan Santana,Music,2025-09-26T00:00:13Z,6462306,25323,1556,PT
jvb6b-9vq2U,Hazbin Hotel - Season 2 Official Trailer | Prime Video,UCzfyYtgvkx5mLy8nlLlayYg,Vivziepop,Film & Animation,2025-10-01T16:28:38Z,1678123,195550,12571,PT
-K7n0xrwkcs,TESTEI DECK DOS INSCRITOS...,UC0bC92gFO25qcJcECTQNN_A,Flakes Power,Gaming,2025-09-29T15:10:16Z,363987,19412,654,PT
fu-M0XEzTs4,"ORUAM, BORGES, MENO TODY, NGC DADDY, PEDRIN, JS DA TORRE - THE BOX MEDLEY 10",UCm4aitnUJK8t6CT5mesAcdw,THE BOX,Music,2025-09-26T00:00:07Z,3251685,158483,8746,PT
8aulMPhE12g,Frankenstein | Guillermo del Toro | Official Trailer | Netflix,UCWOA1ZGywLbqmigxE4Qlvuw,Netflix,Entertainment,2025-10-01T13:00:01Z,3261264,86944,3785,PT
ExPZJRmKfoo,MoveMind reage à NOVA CASA do Tiagovski,UCy3viv6ORnwhvqAZNgro87w,Clips do MoveMind,Entertainment,2025-10-01T16:15:33Z,16130,791,7,PT
V2M1Xx50arE,VEIGH - Talvez Você Precise de Mim (Clipe Oficial),UC8Kf4sbOVvlgXAaBm8IaYKg,VEIGH,Music,2025-09-28T23:00:05Z,1043797,97584,3419,PT
Ma1x7ikpid8,Avatar: Fire and Ash | New Trailer,UCgjxQJ6TlKqhHax8742ZMdA,Avatar,Entertainment,2025-09-25T13:00:02Z,9742525,182377,12062,PT
sYpANlPxx10,TODOS OS 9 FINAIS DE SCHOOLBOY ESCAPE 2: VILLAGE!,UCIXguhHCl8eDTkXpEuiGPUA,Jazzghost,Gaming,2025-09-30T16:27:08Z,1616726,57628,2908,PT
vCSmUVWReQU,Puto Fox feat Apollo G - Bo so  (Prod.RIXASBEATZ),UC5Hu-swvASBmkq_YJnpaPhw,Puto Fox,Music,2025-09-26T17:00:06Z,118141,4510,485,PT
R2Xubj7lazE,Wicked: For Good | Final Trailer,UCq0OueAsdxH6b8nyAspwViw,Universal Pictures,Entertainment,2025-09-24T12:15:30Z,2585940,76290,3006,PT
g1ujwfU55ks,LIBEREI A BASE YIN YANG NO ROUBE UM BRAINROT,UCUouM5ZRqZoFNzUvpDeYNGQ,Lucas Clash ON,Gaming,2025-09-30T21:00:24Z,907075,12105,1252,PT
q9pgXlY9TdY,BROU A.S -Lealdade,UCvZlunlInvKFA0s5_hwsKzw,Brou As,Music,2025-09-26T16:01:42Z,70039,1714,169,PT
ZL4jOPorLQM,Pokémon Legends: Z-A – Nintendo Switch 2 Edition — Overview Trailer,UCGIY_O-8vW4rfX98KlMkvRg,Nintendo of America,Gaming,2025-10-02T13:01:10Z,378592,19242,3940,PT
t-UvFAXgmRE,🔥 QUEBREI O RECORDE MUNDIAL: 1 TRILHÃO POR SEGUNDO NO BRAINROT!,UCR-Y4lWmrCYbr1XavmNMlvQ,Canal Clash War,Gaming,2025-10-01T20:54:17Z,760245,17292,1648,PT
gTmCffFCRXc,"Rvssian, Rauw Alejandro, Ayra Starr - Santa (Official Lyric Video)",UC_Av98lDjf5KvFib5elhpYg,Rauw Alejandro,Music,2025-09-26T04:00:53Z,826829,6424,107,PT
_pa1KLXuW0Y,"The Mandalorian and Grogu | Official Trailer | In Theaters May 22, 2026",UCZGYJFUizSax-yElQaFDp5Q,Star Wars,Entertainment,2025-09-22T13:00:14Z,9142436,136703,10595,PT
InioDTHWz4Y,DE VOLTA na CIDADE da ARMA DOURADA! 😱 GTA RP (Paulinho o LOKO),UCdlJx-w37viXFNq__qZ7ARQ,PAULINHO O LOKO,Gaming,2025-10-01T00:42:27Z,861469,68506,1047,PT
SW5KYlPFdsU,Beéle - top diesel (Letra),UCkeWrvpH3MyplVSzgTGc-mg,Big Dance,Music,2025-09-29T16:15:06Z,1505700,1078,9,PT
A8-Uw_sypMs,Teemo Gameplay Reveal Trailer | 2XKO,UCYRkq7GwQm0ezrhFJOZPO9Q,2XKO,Gaming,2025-09-29T15:00:18Z,534041,34375,3818,PT
Ik4Cgquw-D8,Trick or Treat Boxes?!,UCooVYzDxdwTtGYAkcPmOgOw,Brawl Stars,Gaming,2025-10-02T08:20:46Z,1442657,58410,2007,PT
hEL4zRp6aSo,Pcc- Sem Para Na Strada ,UCSF08jbmhkIfqHU16HoSJ_A,Pcc Officiel,People & Blogs,2025-09-27T17:19:10Z,61263,3040,198,PT
lwlw0ChiSR0,Forza Horizon 6 - Official Teaser Trailer | Tokyo Game Show 2025,UCydtMNspoPAlqBjFSGnigSw,Forza,Gaming,2025-09-25T10:48:53Z,1950796,116891,8986,PT
mXPqn0Vdjf4,Evolui na Cadeia Alimentar dos Brainrots!,UCrcBZDofBltcgGxphNia2tw,ProbIems,Gaming,2025-09-29T13:01:42Z,990794,16137,553,PT
H6OPN-KL9TA,"MC Tranka Fulha - Abensoado  (Official Video) Ep  ""Abensoado"" faixa 01",UCRG6IC6-V8ecxPsIAzMAmVw,Mc Tranka Fulha Official,Music,2025-09-27T10:00:07Z,72806,2232,312,PT
aywbc-DIKUk,The Mandalorian Isn't Going To Save Star Wars,UCSJPFQdZwrOutnmSFYtbstA,The Critical Drinker,Entertainment,2025-09-29T17:00:07Z,551581,39909,4205,PT
z_OtlqLrzUA,SÓ PARO DE JOGAR QUANDO VENCER!,UCV306eHqgo0LvBf3Mh36AHg,Felipe Neto,Entertainment,2025-09-24T13:02:04Z,616967,62122,1604,PT
__u0Ybx8MAA,Phoenix Rdc - Aplausos,UCqyPFRUdo54aeASdY3Gr4QQ,PhoenixRDC,Music,2025-09-19T11:00:07Z,278232,8710,489,PT
ytYAok7D8BE,NOVO TRAILER de WOLVERINE E OD de HIDEO KOJIMA IMPRESSIONANTE - #FGN #196,UCUZfhX79dQrJvAgYefiXCCA,Flow Games,Entertainment,2025-09-27T01:11:20Z,102401,6626,53,PT
sOLucU9rApY,Jogador emprestado volta MONSTRUOSO,UClJ3ZVn2upHmGdUfq1cakVg,Bit Fut,Gaming,2025-10-01T13:47:06Z,113406,14757,194,PT
syURhl-_IS8,"Karetus, CONAN OSIRIS, Isabel Silvestre com Vozes de Manhouce & Julio Pereira - Moleirinha",UCkR3S44598_4HeychJgt7Ng,Karetus,Entertainment,2025-09-17T18:00:06Z,203421,7779,393,PT
lgDGMQmVJZA,TODAS AS CONQUISTAS DO 99 NOITES NA FLORESTA ✅🏆,UCCeWpi_LTJfi_AbeS2OJ6OQ,TEODORO,Gaming,2025-09-29T23:26:20Z,655491,10796,6354,PT
w6uvYEoC-LU,♪ Bastard X Ubers (Blue Lock) | Liga Neo Egoísta PT 3 | AniRap,UCXBPFEVfOPPBop4-ICdA0iA,AniRap,Music,2025-09-28T19:00:07Z,826717,63659,4792,PT
npNmyb-qqGw,"Survive 1000 Days, Win $100,000",UCIPPMRA040LQr5QPyJEbmXA,MrBeast Gaming,Gaming,2025-09-20T16:00:05Z,36300091,860462,23251,PT
9e_NngO4m1o,Gerilson Insrael -  Vamos Só Voltar (Video Official),UCDtmhZerloDwwfZ10T3GQwg,Gerilson Insrael,Music,2025-09-26T12:27:26Z,372066,19889,1559,PT
3laI0JrkwVg,VIREI ADMIN NO ROUBE O BRAINROT e PEGUEI OS MELHORES BRAINROTS DA ATUALIZAÇÃO!,UCMqwki1wq79sf5IBueB9pQQ,PIZÃO,Gaming,2025-09-30T21:03:24Z,839720,11394,885,PT
fv_xNTrlJZs,Don Omar - Danza Kuduro (Letra) ft. Lucenzo,UCFUf4c4_fgXfoNnvbEpcaeg,Keller Lyrics,Music,2025-09-27T19:00:06Z,1607262,2740,16,PT
msl8_HZaAoA,O DEV INVADIU NOSSO JOGO E FOI INCRÍVEL! - CLIMB THE BACKROOMS COM OS AMIGOS,UCIwspRtKNszHhIhl36gREjQ,alanzoka,Gaming,2025-09-27T15:00:01Z,986985,84469,2108,PT
Ip_w0PuM2sc,Bandidos do Cante - Tanto Tempo ,UChTaQ-W9YUOOZkCXtAM8TQQ,Bandidos do Cante,Music,2025-09-19T12:00:06Z,120800,1290,61,PT
RIPly6HvyOM,CADRES EVOLUIU de GORDO até MUSCULOSO no Minecraft!,UCbWYmIdZ2hpVMpPhRI9pI5Q,Cadres,Gaming,2025-10-01T12:00:50Z,910519,9717,123,PT
DS1djiXXyU4,Nilo - Moçambicana 🇲🇿 (Prod. DJ Yuri Pedrada),UCwcqrU808gSPH1ys70rg6mQ,NILO,Music,2025-10-01T15:00:26Z,150860,13698,1559,PT
S5_o9XW3a2E,DESMASCARANDO O MAIOR FARSANTE DA COMUNIDADE de CS 2 (a verdade sobre a “BIAZINHA” xiter #1 MUNDIAL),UCAdLmIU5SVKNby7atyY2b7g,Cachorro1337,Gaming,2025-09-30T18:00:33Z,118258,10401,854,PT
vTb1f3iOHl0,Tony Fika -  Ncre Casa (Official Video),UCj5CsNSu45TYeWv8CIJBUTw,Tony Fika,Music,2025-09-12T11:00:06Z,542792,5470,405,PT
Yy7Macpfdik,EXPLOREI TODOS OS ANÉIS DO END (farlands),UCpvxkPvHU40uIwdRHxJXyCg,Pedrux,Gaming,2025-10-01T14:15:05Z,245764,7692,274,PT
